Year,quarter,citymarketid_1,citymarketid_2,city1,city2,airportid_1,airportid_2,airport_1,airport_2,nsmiles,passengers,fare,carrier
2024,1,31703,34986,"New York City, NY (Metropolitan Area)","Sarasota/Bradenton, FL",12953,14986,LGA,SRQ,1069,481,229.62,DL
2021,3,30194,34685,"Dallas/Fort Worth, TX","Savannah, GA",11259,14685,DAL,SAV,925,76,176.83,WN
2021,3,30194,34685,"Dallas/Fort Worth, TX","Savannah, GA",11298,14685,DFW,SAV,925,175,191.21,AA
2021,3,30721,34685,"Boston, MA (Metropolitan Area)","Savannah, GA",13296,14685,MHT,SAV,917,17,219.39,AA
2021,3,30721,34685,"Boston, MA (Metropolitan Area)","Savannah, GA",14307,14685,PVD,SAV,917,35,210.39,AA
2021,3,30977,34685,"Chicago, IL","Savannah, GA",13232,14685,MDW,SAV,773,122,143.55,WN
2021,3,30977,34685,"Chicago, IL","Savannah, GA",13930,14685,ORD,SAV,773,330,167.68,UA
2021,3,31453,34685,"Houston, TX","Savannah, GA",12191,14685,HOU,SAV,853,69,171.92,WN
2021,3,31453,34685,"Houston, TX","Savannah, GA",12266,14685,IAH,SAV,853,112,197.95,UA
2021,3,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",11618,14685,EWR,SAV,756,388,155.41,UA
2021,3,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",12197,14685,HPN,SAV,756,9,213.11,AA
2021,3,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",12391,14685,ISP,SAV,756,11,185.32,WN
2021,3,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",12953,14685,LGA,SAV,756,265,153.36,DL
2021,3,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",10800,14685,BUR,SAV,2152,7,236.17,WN
2021,3,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",12892,14685,LAX,SAV,2152,126,279.81,AA
2021,3,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",12954,14685,LGB,SAV,2152,1,235.55,AA
2021,3,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",13891,14685,ONT,SAV,2152,28,262.31,AA
2021,3,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",14908,14685,SNA,SAV,2152,33,298.25,AA
2021,4,30194,34685,"Dallas/Fort Worth, TX","Savannah, GA",11259,14685,DAL,SAV,925,96,179.82,WN
2021,4,30194,34685,"Dallas/Fort Worth, TX","Savannah, GA",11298,14685,DFW,SAV,925,180,230.24,AA
2021,4,30721,34685,"Boston, MA (Metropolitan Area)","Savannah, GA",13296,14685,MHT,SAV,917,19,215.22,WN
2021,4,30721,34685,"Boston, MA (Metropolitan Area)","Savannah, GA",14307,14685,PVD,SAV,917,44,218.8,AA
2021,4,30977,34685,"Chicago, IL","Savannah, GA",13232,14685,MDW,SAV,773,113,162.12,WN
2021,4,30977,34685,"Chicago, IL","Savannah, GA",13930,14685,ORD,SAV,773,266,200.06,UA
2021,4,31453,34685,"Houston, TX","Savannah, GA",12191,14685,HOU,SAV,853,74,177.92,WN
2021,4,31453,34685,"Houston, TX","Savannah, GA",12266,14685,IAH,SAV,853,118,222.55,UA
2021,4,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",11618,14685,EWR,SAV,748,414,162.1,UA
2021,4,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",12197,14685,HPN,SAV,748,12,217.01,DL
2021,4,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",12391,14685,ISP,SAV,748,15,154.82,WN
2021,4,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",12953,14685,LGA,SAV,748,301,167.76,DL
2021,4,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",10800,14685,BUR,SAV,2152,9,259.54,WN
2021,4,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",12892,14685,LAX,SAV,2152,127,338.81,AA
2021,4,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",12954,14685,LGB,SAV,2152,3,273.96,WN
2021,4,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",13891,14685,ONT,SAV,2152,24,276.5,AA
2021,4,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",14908,14685,SNA,SAV,2152,33,342.71,DL
2022,1,30194,34685,"Dallas/Fort Worth, TX","Savannah, GA",11259,14685,DAL,SAV,925,76,185.3,WN
2022,1,30194,34685,"Dallas/Fort Worth, TX","Savannah, GA",11298,14685,DFW,SAV,925,154,246.29,AA
2022,1,30721,34685,"Boston, MA (Metropolitan Area)","Savannah, GA",13296,14685,MHT,SAV,917,19,192.56,WN
2022,1,30721,34685,"Boston, MA (Metropolitan Area)","Savannah, GA",14307,14685,PVD,SAV,917,35,187.99,AA
2022,1,30977,34685,"Chicago, IL","Savannah, GA",13232,14685,MDW,SAV,773,114,191.64,WN
2022,1,30977,34685,"Chicago, IL","Savannah, GA",13930,14685,ORD,SAV,773,190,253.68,UA
2022,1,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",11618,14685,EWR,SAV,748,262,179.85,UA
2022,1,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",12197,14685,HPN,SAV,748,10,224.84,AA
2022,1,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",12391,14685,ISP,SAV,748,12,156.98,WN
2022,1,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",12953,14685,LGA,SAV,748,269,170.1,DL
2022,1,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",10800,14685,BUR,SAV,2152,5,258.48,AA
2022,1,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",12892,14685,LAX,SAV,2152,104,352.52,DL
2022,1,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",12954,14685,LGB,SAV,2152,2,234.24,WN
2022,1,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",13891,14685,ONT,SAV,2152,24,320.41,DL
2022,1,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",14908,14685,SNA,SAV,2152,33,363.29,DL
2019,1,30977,34685,"Chicago, IL","Savannah, GA",13232,14685,MDW,SAV,773,7,269.15,DL
2019,1,30977,34685,"Chicago, IL","Savannah, GA",13930,14685,ORD,SAV,773,196,238.86,UA
2019,1,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",11618,14685,EWR,SAV,756,257,164.46,UA
2019,1,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",12197,14685,HPN,SAV,756,13,189.23,DL
2019,1,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",12391,14685,ISP,SAV,756,0,171.25,AA
2019,1,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",12953,14685,LGA,SAV,756,173,169.35,DL
2019,1,30721,34685,"Boston, MA (Metropolitan Area)","Savannah, GA",13296,14685,MHT,SAV,917,15,235.53,AA
2019,1,30721,34685,"Boston, MA (Metropolitan Area)","Savannah, GA",14307,14685,PVD,SAV,917,28,217.03,AA
2019,1,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",15070,14685,SWF,SAV,756,3,166.79,AA
2019,2,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",11618,14685,EWR,SAV,756,391,184.2,UA
2019,2,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",12197,14685,HPN,SAV,756,20,203.22,DL
2019,2,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",12391,14685,ISP,SAV,756,3,167.1,AA
2019,2,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",12953,14685,LGA,SAV,756,325,186.03,DL
2019,2,30977,34685,"Chicago, IL","Savannah, GA",13232,14685,MDW,SAV,773,12,273.5,DL
2019,2,30721,34685,"Boston, MA (Metropolitan Area)","Savannah, GA",13296,14685,MHT,SAV,917,16,233.69,AA
2019,2,30977,34685,"Chicago, IL","Savannah, GA",13930,14685,ORD,SAV,773,327,230,UA
2019,2,30721,34685,"Boston, MA (Metropolitan Area)","Savannah, GA",14307,14685,PVD,SAV,917,36,218.98,AA
2019,2,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",15070,14685,SWF,SAV,756,3,267.71,AA
2019,3,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",11618,14685,EWR,SAV,756,404,154.33,UA
2019,3,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",12197,14685,HPN,SAV,756,15,205.7,DL
2019,3,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",12391,14685,ISP,SAV,756,2,183.43,AA
2019,3,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",12953,14685,LGA,SAV,756,267,165.44,DL
2019,3,30977,34685,"Chicago, IL","Savannah, GA",13232,14685,MDW,SAV,773,10,263.85,DL
2019,3,30721,34685,"Boston, MA (Metropolitan Area)","Savannah, GA",13296,14685,MHT,SAV,917,16,244.65,AA
2019,3,30977,34685,"Chicago, IL","Savannah, GA",13930,14685,ORD,SAV,773,277,225.93,UA
2019,3,30721,34685,"Boston, MA (Metropolitan Area)","Savannah, GA",14307,14685,PVD,SAV,917,43,182.94,AA
2019,3,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",15070,14685,SWF,SAV,756,2,222.12,AA
2019,4,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",11618,14685,EWR,SAV,756,347,174.84,UA
2019,4,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",12197,14685,HPN,SAV,756,17,207.26,DL
2019,4,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",12391,14685,ISP,SAV,756,2,239,AA
2019,4,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",12953,14685,LGA,SAV,756,260,193.61,DL
2019,4,30977,34685,"Chicago, IL","Savannah, GA",13232,14685,MDW,SAV,773,13,264.23,DL
2019,4,30721,34685,"Boston, MA (Metropolitan Area)","Savannah, GA",13296,14685,MHT,SAV,917,13,220.48,AA
2019,4,30977,34685,"Chicago, IL","Savannah, GA",13930,14685,ORD,SAV,773,211,254.11,UA
2019,4,30721,34685,"Boston, MA (Metropolitan Area)","Savannah, GA",14307,14685,PVD,SAV,917,42,178.34,AA
2019,4,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",15070,14685,SWF,SAV,756,4,216.18,AA
2020,1,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",11618,14685,EWR,SAV,756,229,157.23,UA
2020,1,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",12197,14685,HPN,SAV,756,12,191.96,AA
2020,1,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",12391,14685,ISP,SAV,756,1,193.08,AA
2020,1,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",12953,14685,LGA,SAV,756,138,178.77,DL
2020,1,30977,34685,"Chicago, IL","Savannah, GA",13232,14685,MDW,SAV,773,5,230.54,DL
2020,1,30721,34685,"Boston, MA (Metropolitan Area)","Savannah, GA",13296,14685,MHT,SAV,917,8,238.17,AA
2020,1,30977,34685,"Chicago, IL","Savannah, GA",13930,14685,ORD,SAV,773,142,250.81,UA
2020,1,30721,34685,"Boston, MA (Metropolitan Area)","Savannah, GA",14307,14685,PVD,SAV,917,23,211.46,AA
2020,1,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",15070,14685,SWF,SAV,756,3,198.69,AA
2020,2,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",10800,14685,BUR,SAV,2152,1,343.4,AA
2020,2,30194,34685,"Dallas/Fort Worth, TX","Savannah, GA",11259,14685,DAL,SAV,925,1,104,DL
2020,2,30194,34685,"Dallas/Fort Worth, TX","Savannah, GA",11298,14685,DFW,SAV,925,35,250.48,AA
2020,2,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",11618,14685,EWR,SAV,743,18,202.07,UA
2020,2,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",12197,14685,HPN,SAV,743,0,337,AA
2020,2,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",12892,14685,LAX,SAV,2152,24,326.63,AA
2020,2,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",12953,14685,LGA,SAV,743,21,218.12,AA
2020,2,30721,34685,"Boston, MA (Metropolitan Area)","Savannah, GA",13296,14685,MHT,SAV,917,3,194.07,AA
2020,2,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",13891,14685,ONT,SAV,2152,4,275.51,AA
2020,2,30977,34685,"Chicago, IL","Savannah, GA",13930,14685,ORD,SAV,773,41,205.2,AA
2020,2,30721,34685,"Boston, MA (Metropolitan Area)","Savannah, GA",14307,14685,PVD,SAV,917,6,224.75,AA
2020,2,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",14908,14685,SNA,SAV,2152,3,266.5,UA
2020,3,30194,34685,"Dallas/Fort Worth, TX","Savannah, GA",11259,14685,DAL,SAV,925,3,209.2,DL
2020,3,30194,34685,"Dallas/Fort Worth, TX","Savannah, GA",11298,14685,DFW,SAV,925,93,223.68,AA
2020,3,30721,34685,"Boston, MA (Metropolitan Area)","Savannah, GA",13296,14685,MHT,SAV,917,4,157.74,AA
2020,3,30721,34685,"Boston, MA (Metropolitan Area)","Savannah, GA",14307,14685,PVD,SAV,917,12,169.4,AA
2020,3,30977,34685,"Chicago, IL","Savannah, GA",13930,14685,ORD,SAV,773,96,184.1,AA
2020,3,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",11618,14685,EWR,SAV,756,72,151.26,UA
2020,3,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",12197,14685,HPN,SAV,756,1,166,AA
2020,3,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",12391,14685,ISP,SAV,756,0,231.45,AA
2020,3,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",12953,14685,LGA,SAV,756,19,170.96,AA
2020,3,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",15070,14685,SWF,SAV,756,1,119,AA
2020,3,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",10800,14685,BUR,SAV,2152,1,273.63,AA
2020,3,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",12892,14685,LAX,SAV,2152,51,277.72,AA
2020,3,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",12954,14685,LGB,SAV,2152,0,494.5,DL
2020,3,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",13891,14685,ONT,SAV,2152,8,250.88,AA
2020,3,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",14908,14685,SNA,SAV,2152,9,344.96,AA
2020,4,30194,34685,"Dallas/Fort Worth, TX","Savannah, GA",11259,14685,DAL,SAV,925,4,208.61,DL
2020,4,30194,34685,"Dallas/Fort Worth, TX","Savannah, GA",11298,14685,DFW,SAV,925,100,237.29,AA
2020,4,30721,34685,"Boston, MA (Metropolitan Area)","Savannah, GA",13296,14685,MHT,SAV,917,3,181.91,AA
2020,4,30721,34685,"Boston, MA (Metropolitan Area)","Savannah, GA",14307,14685,PVD,SAV,917,16,155.21,AA
2020,4,30977,34685,"Chicago, IL","Savannah, GA",13930,14685,ORD,SAV,773,87,222.16,AA
2020,4,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",11618,14685,EWR,SAV,748,123,154.65,UA
2020,4,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",12197,14685,HPN,SAV,748,2,195.05,AA
2020,4,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",12391,14685,ISP,SAV,748,1,179.43,AA
2020,4,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",12953,14685,LGA,SAV,748,17,190.87,DL
2020,4,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",10800,14685,BUR,SAV,2152,2,374.73,DL
2020,4,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",12892,14685,LAX,SAV,2152,58,279.85,AA
2020,4,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",12954,14685,LGB,SAV,2152,0,255,AA
2020,4,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",13891,14685,ONT,SAV,2152,13,265.6,AA
2020,4,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",14908,14685,SNA,SAV,2152,12,286.65,DL
2021,1,30194,34685,"Dallas/Fort Worth, TX","Savannah, GA",11259,14685,DAL,SAV,925,19,164.18,WN
2021,1,30194,34685,"Dallas/Fort Worth, TX","Savannah, GA",11298,14685,DFW,SAV,925,84,211.2,AA
2021,1,30721,34685,"Boston, MA (Metropolitan Area)","Savannah, GA",13296,14685,MHT,SAV,917,5,171.02,AA
2021,1,30721,34685,"Boston, MA (Metropolitan Area)","Savannah, GA",14307,14685,PVD,SAV,917,17,145.77,AA
2021,1,30977,34685,"Chicago, IL","Savannah, GA",13232,14685,MDW,SAV,773,34,145.05,WN
2021,1,30977,34685,"Chicago, IL","Savannah, GA",13930,14685,ORD,SAV,773,135,171.08,UA
2021,1,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",11618,14685,EWR,SAV,756,135,154.17,UA
2021,1,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",12197,14685,HPN,SAV,756,3,244.94,AA
2021,1,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",12391,14685,ISP,SAV,756,5,166.11,WN
2021,1,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",12478,14685,JFK,SAV,756,111,176.53,DL
2021,1,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",12953,14685,LGA,SAV,756,15,166.44,AA
2021,1,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",15070,14685,SWF,SAV,756,1,114,AA
2021,1,32467,34685,"Miami, FL (Metropolitan Area)","Savannah, GA",11697,14685,FLL,SAV,440,13,195.32,DL
2021,1,32467,34685,"Miami, FL (Metropolitan Area)","Savannah, GA",13303,14685,MIA,SAV,440,68,145.41,AA
2021,2,30194,34685,"Dallas/Fort Worth, TX","Savannah, GA",11259,14685,DAL,SAV,925,79,173.1,WN
2021,2,30194,34685,"Dallas/Fort Worth, TX","Savannah, GA",11298,14685,DFW,SAV,925,191,198.21,AA
2021,2,30647,34685,"Cleveland, OH (Metropolitan Area)","Savannah, GA",10874,14685,CAK,SAV,641,19,182.64,AA
2021,2,30721,34685,"Boston, MA (Metropolitan Area)","Savannah, GA",13296,14685,MHT,SAV,917,18,226.29,AA
2021,2,30721,34685,"Boston, MA (Metropolitan Area)","Savannah, GA",14307,14685,PVD,SAV,917,40,206.59,AA
2021,2,30977,34685,"Chicago, IL","Savannah, GA",13232,14685,MDW,SAV,773,117,154.3,WN
2021,2,30977,34685,"Chicago, IL","Savannah, GA",13930,14685,ORD,SAV,773,344,162.24,UA
2021,2,31453,34685,"Houston, TX","Savannah, GA",12191,14685,HOU,SAV,853,77,153.74,WN
2021,2,31453,34685,"Houston, TX","Savannah, GA",12266,14685,IAH,SAV,853,102,204.72,UA
2021,2,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",11618,14685,EWR,SAV,756,327,159.6,UA
2021,2,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",12197,14685,HPN,SAV,756,5,249.67,AA
2021,2,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",12391,14685,ISP,SAV,756,10,171.44,WN
2021,2,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",12478,14685,JFK,SAV,756,412,162.18,DL
2021,2,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",12953,14685,LGA,SAV,756,95,145.57,DL
2021,2,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",10800,14685,BUR,SAV,2152,5,265.97,AA
2021,2,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",12892,14685,LAX,SAV,2152,113,296.98,AA
2021,2,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",12954,14685,LGB,SAV,2152,2,266.82,AA
2021,2,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",13891,14685,ONT,SAV,2152,22,257.97,AA
2021,2,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",14908,14685,SNA,SAV,2152,28,266.03,AA
2022,2,30194,34685,"Dallas/Fort Worth, TX","Savannah, GA",11259,14685,DAL,SAV,925,107,226.4,WN
2022,2,30194,34685,"Dallas/Fort Worth, TX","Savannah, GA",11298,14685,DFW,SAV,925,229,283.37,AA
2022,2,30721,34685,"Boston, MA (Metropolitan Area)","Savannah, GA",13296,14685,MHT,SAV,917,21,248.26,WN
2022,2,30721,34685,"Boston, MA (Metropolitan Area)","Savannah, GA",14307,14685,PVD,SAV,917,51,246.29,AA
2022,2,30977,34685,"Chicago, IL","Savannah, GA",13232,14685,MDW,SAV,773,186,185.01,WN
2022,2,30977,34685,"Chicago, IL","Savannah, GA",13930,14685,ORD,SAV,773,324,276.45,UA
2022,2,31453,34685,"Houston, TX","Savannah, GA",12191,14685,HOU,SAV,853,91,203.22,WN
2022,2,31453,34685,"Houston, TX","Savannah, GA",12266,14685,IAH,SAV,853,122,277.38,UA
2022,2,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",11618,14685,EWR,SAV,756,332,215.6,UA
2022,2,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",12197,14685,HPN,SAV,756,17,270.43,AA
2022,2,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",12391,14685,ISP,SAV,756,10,186.18,WN
2022,2,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",10800,14685,BUR,SAV,2152,6,460.25,AA
2022,2,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",12892,14685,LAX,SAV,2152,151,438.1,DL
2022,2,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",12954,14685,LGB,SAV,2152,0,469.5,DL
2022,2,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",13891,14685,ONT,SAV,2152,32,406.48,DL
2022,2,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",14908,14685,SNA,SAV,2152,36,469.63,DL
2022,3,30194,34685,"Dallas/Fort Worth, TX","Savannah, GA",11259,14685,DAL,SAV,925,99,214.33,WN
2022,3,30194,34685,"Dallas/Fort Worth, TX","Savannah, GA",11298,14685,DFW,SAV,925,187,273.03,AA
2022,3,30721,34685,"Boston, MA (Metropolitan Area)","Savannah, GA",13296,14685,MHT,SAV,917,15,229.45,WN
2022,3,30721,34685,"Boston, MA (Metropolitan Area)","Savannah, GA",14307,14685,PVD,SAV,917,52,205.88,AA
2022,3,30977,34685,"Chicago, IL","Savannah, GA",13232,14685,MDW,SAV,773,167,182.74,WN
2022,3,30977,34685,"Chicago, IL","Savannah, GA",13930,14685,ORD,SAV,773,259,256.26,UA
2022,3,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",11618,14685,EWR,SAV,756,356,177.27,UA
2022,3,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",12197,14685,HPN,SAV,756,14,181.33,AA
2022,3,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",12391,14685,ISP,SAV,756,8,171.17,WN
2022,3,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",12953,14685,LGA,SAV,756,481,154.91,DL
2022,4,30194,34685,"Dallas/Fort Worth, TX","Savannah, GA",11259,14685,DAL,SAV,925,101,225.79,WN
2022,4,30194,34685,"Dallas/Fort Worth, TX","Savannah, GA",11298,14685,DFW,SAV,925,188,291.71,AA
2022,4,30721,34685,"Boston, MA (Metropolitan Area)","Savannah, GA",13296,14685,MHT,SAV,917,12,290.12,WN
2022,4,30721,34685,"Boston, MA (Metropolitan Area)","Savannah, GA",14307,14685,PVD,SAV,917,44,226.97,AA
2022,4,30977,34685,"Chicago, IL","Savannah, GA",13232,14685,MDW,SAV,773,136,208.03,WN
2022,4,30977,34685,"Chicago, IL","Savannah, GA",13930,14685,ORD,SAV,773,260,274.11,UA
2022,4,31453,34685,"Houston, TX","Savannah, GA",12191,14685,HOU,SAV,853,94,186.89,WN
2022,4,31453,34685,"Houston, TX","Savannah, GA",12266,14685,IAH,SAV,853,120,275.28,UA
2022,4,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",11618,14685,EWR,SAV,748,446,180.77,UA
2022,4,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",12391,14685,ISP,SAV,748,9,193.23,WN
2022,4,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",10800,14685,BUR,SAV,2152,6,427.83,AA
2022,4,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",12892,14685,LAX,SAV,2152,134,435.03,AA
2022,4,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",12954,14685,LGB,SAV,2152,4,319.85,WN
2022,4,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",13891,14685,ONT,SAV,2152,27,393.75,AA
2022,4,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",14908,14685,SNA,SAV,2152,39,458.83,AA
2023,1,30194,34685,"Dallas/Fort Worth, TX","Savannah, GA",11259,14685,DAL,SAV,925,76,224.07,WN
2023,1,30194,34685,"Dallas/Fort Worth, TX","Savannah, GA",11298,14685,DFW,SAV,925,176,279.09,AA
2023,1,30721,34685,"Boston, MA (Metropolitan Area)","Savannah, GA",13296,14685,MHT,SAV,917,18,205.32,WN
2023,1,30721,34685,"Boston, MA (Metropolitan Area)","Savannah, GA",14307,14685,PVD,SAV,917,45,208.28,AA
2023,1,30977,34685,"Chicago, IL","Savannah, GA",13232,14685,MDW,SAV,773,103,214.29,WN
2023,1,30977,34685,"Chicago, IL","Savannah, GA",13930,14685,ORD,SAV,773,253,277.31,UA
2023,1,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",11618,14685,EWR,SAV,748,367,178.57,UA
2023,1,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",12391,14685,ISP,SAV,748,6,201.02,WN
2023,1,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",12478,14685,JFK,SAV,748,389,159.95,DL
2023,1,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",10800,14685,BUR,SAV,2152,5,419.64,AA
2023,1,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",12892,14685,LAX,SAV,2152,126,444.62,DL
2023,1,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",12954,14685,LGB,SAV,2152,5,329.17,WN
2023,1,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",13891,14685,ONT,SAV,2152,23,396.28,DL
2023,1,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",14908,14685,SNA,SAV,2152,32,441.08,AA
2023,2,30194,34685,"Dallas/Fort Worth, TX","Savannah, GA",11259,14685,DAL,SAV,925,90,224.39,WN
2023,2,30194,34685,"Dallas/Fort Worth, TX","Savannah, GA",11298,14685,DFW,SAV,925,288,259.71,AA
2023,2,30721,34685,"Boston, MA (Metropolitan Area)","Savannah, GA",13296,14685,MHT,SAV,917,20,277.32,WN
2023,2,30721,34685,"Boston, MA (Metropolitan Area)","Savannah, GA",14307,14685,PVD,SAV,917,54,255.73,AA
